../images/dataset/cropped/s1/1_cropped_aligned.jpg;1
../images/dataset/cropped/s1/2_cropped_aligned.jpg;1
../images/dataset/cropped/s1/5_cropped_aligned.jpg;1
../images/dataset/cropped/s1/7_cropped_aligned.jpg;1
../images/dataset/cropped/s1/8_cropped_aligned.jpg;1
../images/dataset/cropped/s1/9_cropped_aligned.jpg;1
../images/dataset/cropped/s1/11_cropped_aligned.jpg;1
../images/dataset/cropped/s1/12_cropped_aligned.jpg;1
../images/dataset/cropped/s1/14_cropped_aligned.jpg;1
../images/dataset/cropped/s1/17_cropped_aligned.jpg;1
../images/dataset/cropped/s1/18_cropped_aligned.jpg;1
../images/dataset/cropped/s1/19_cropped_aligned.jpg;1
../images/dataset/cropped/s1/20_cropped_aligned.jpg;1
../images/dataset/cropped/s1/23_cropped_aligned.jpg;1
../images/dataset/cropped/s1/25_cropped_aligned.jpg;1
../images/dataset/cropped/s1/26_cropped_aligned.jpg;1
../images/dataset/cropped/s1/27_cropped_aligned.jpg;1
../images/dataset/cropped/s2/1_cropped_aligned.jpeg;2
../images/dataset/cropped/s2/2_cropped_aligned.jpeg;2
../images/dataset/cropped/s2/3_cropped_aligned.jpeg;2
../images/dataset/cropped/s2/4_cropped_aligned.jpeg;2
../images/dataset/cropped/s2/6_cropped_aligned.jpeg;2
../images/dataset/cropped/s2/7_cropped_aligned.jpeg;2
../images/dataset/cropped/s2/8_cropped_aligned.jpeg;2
../images/dataset/cropped/s2/9_cropped_aligned.jpeg;2
../images/dataset/cropped/s2/10_cropped_aligned.jpeg;2
../images/dataset/cropped/s2/12_cropped_aligned.jpeg;2
../images/dataset/cropped/s2/14_cropped_aligned.jpeg;2
../images/dataset/cropped/s3/1_cropped_aligned.jpg;3
../images/dataset/cropped/s3/2_cropped_aligned.jpg;3
../images/dataset/cropped/s3/4_cropped_aligned.jpg;3
../images/dataset/cropped/s3/5_cropped_aligned.jpg;3
../images/dataset/cropped/s3/6_cropped_aligned.jpg;3
../images/dataset/cropped/s3/7_cropped_aligned.jpg;3
../images/dataset/cropped/s3/8_cropped_aligned.jpg;3
../images/dataset/cropped/s3/9_cropped_aligned.jpg;3
../images/dataset/cropped/s3/10_cropped_aligned.jpg;3
../images/dataset/cropped/s3/11_cropped_aligned.jpg;3
../images/dataset/cropped/s4/2_cropped_aligned.jpeg;4
../images/dataset/cropped/s4/3_cropped_aligned.jpeg;4
../images/dataset/cropped/s4/5_cropped_aligned.jpeg;4
../images/dataset/cropped/s4/6_cropped_aligned.jpeg;4
../images/dataset/cropped/s4/7_cropped_aligned.jpeg;4
../images/dataset/cropped/s4/8_cropped_aligned.jpeg;4
../images/dataset/cropped/s5/1_cropped_aligned.jpeg;5
../images/dataset/cropped/s5/2_cropped_aligned.jpeg;5
